SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,DAYS_PERIOD,KWH_DAILY,TOTAL_INVOICE,CV_SITE
0001BB,2018-01-01,2018-01-31,2447,"316,46",31,78.9,35,6.62
0001BB,2018-02-01,2018-02-28,2211,"286,82",28,79.0,35,6.62
0001BB,2018-03-01,2018-03-31,2450,"317,32",31,79.0,35,6.62
0001BB,2018-04-01,2018-04-30,2431,"315,00",30,81.0,35,6.62
0001BB,2018-05-01,2018-05-31,2574,"333,37",31,83.0,35,6.62
0001BB,2018-06-01,2018-06-30,2830,"365,27",30,94.3,35,6.62
0001BB,2018-07-01,2018-07-31,3028,"390,39",31,97.7,35,6.62
0001BB,2018-08-01,2018-08-31,3053,"393,99",31,98.5,35,6.62
0001BB,2018-09-01,2018-09-30,2915,"378,35",30,97.2,35,6.62
0001BB,2018-10-01,2018-10-31,2986,"387,05",31,96.3,35,6.62
0001BB,2018-11-01,2018-11-30,2871,"372,47",30,95.7,35,6.62
0001BB,2018-12-01,2018-12-31,3086,"399,30",31,99.5,35,6.62
0001BB,2019-01-01,2019-01-31,3094,"381,40",31,99.8,35,6.62
0001BB,2019-02-01,2019-02-28,2767,"345,87",28,98.8,35,6.62
0001BB,2019-03-01,2019-03-31,3059,"378,18",31,98.7,35,6.62
0001BB,2019-04-01,2019-04-30,2761,"340,84",30,92.0,35,6.62
0001BB,2019-05-01,2019-05-31,2844,"349,26",31,91.7,35,6.62
0001BB,2019-06-01,2019-06-30,3009,"369,19",30,100.3,35,6.62
0001BB,2019-07-01,2019-07-31,3016,"371,20",31,97.3,35,6.62
0001BB,2019-08-01,2019-08-31,3089,"380,42",31,99.6,35,6.62
0001BB,2019-09-01,2019-09-30,2914,"361,36",30,97.1,35,6.62
0001BB,2019-10-01,2019-10-31,2963,"366,70",31,95.6,35,6.62
0001BB,2019-11-01,2019-11-30,2797,"345,89",30,93.2,35,6.62
0001BB,2019-12-01,2019-12-31,2859,"353,08",31,92.2,35,6.62
0001BB,2020-01-01,2020-01-31,2863,"414,93",31,92.4,35,6.62
0001BB,2020-02-01,2020-02-29,2663,"387,22",29,91.8,35,6.62
0001BB,2020-03-01,2020-03-31,2759,"403,25",31,89.0,35,6.62
0001BB,2020-04-01,2020-04-30,2680,"390,79",30,89.3,35,6.62
0001BB,2020-05-01,2020-05-31,2797,"407,48",31,90.2,35,6.62
0001BB,2020-06-01,2020-06-30,2796,"407,77",30,93.2,35,6.62
0001BB,2020-07-01,2020-07-31,2952,"429,09",31,95.2,35,6.62
0001BB,2020-08-01,2020-08-31,3014,"435,98",31,97.2,35,6.62
0001BB,2020-09-01,2020-09-30,2857,"411,97",30,95.2,35,6.62
0001BB,2020-10-01,2020-10-31,2905,"413,41",31,93.7,35,6.62
0001BB,2020-11-01,2020-11-30,2755,"383,02",30,91.8,35,6.62
0001BR,2018-01-01,2018-01-31,2438,"266,43",31,78.6,35,5.06
0001BR,2018-02-01,2018-02-28,2211,"242,33",28,79.0,35,5.06
0001BR,2018-03-01,2018-03-31,2453,"267,95",31,79.1,35,5.06
0001BR,2018-04-01,2018-04-30,2414,"263,78",30,80.5,35,5.06
0001BR,2018-05-01,2018-05-31,2517,"274,62",31,81.2,35,5.06
0001BR,2018-06-01,2018-06-30,2461,"268,63",30,82.0,35,5.06
0001BR,2018-07-01,2018-07-31,2560,"279,26",31,82.6,35,5.06
0001BR,2018-08-01,2018-08-31,2597,"283,07",31,83.8,35,5.06
0001BR,2018-09-01,2018-09-30,2436,"267,99",30,81.2,35,5.06
0001BR,2018-10-01,2018-10-31,2497,"274,50",31,80.5,35,5.06
0001BR,2018-11-01,2018-11-30,2397,"263,82",30,79.9,35,5.06
0001BR,2018-12-01,2018-12-31,2452,"269,69",31,79.1,35,5.06
0001BR,2019-01-01,2019-01-31,2460,"264,03",31,79.4,35,5.06
0001BR,2019-02-01,2019-02-28,2229,"239,96",28,79.6,35,5.06
0001BR,2019-03-01,2019-03-31,2475,"265,56",31,79.8,35,5.06
0001BR,2019-04-01,2019-04-30,2410,"258,76",30,80.3,35,5.06
0001BR,2019-05-01,2019-05-31,2508,"268,92",31,80.9,35,5.06
0001BR,2019-06-01,2019-06-30,2529,"270,94",30,84.3,35,5.06
0001BR,2019-07-01,2019-07-31,2593,"277,63",31,83.6,35,5.06
0001BR,2019-08-01,2019-08-31,2603,"278,60",31,84.0,35,5.06
0001BR,2019-09-01,2019-09-30,2595,"277,20",30,86.5,35,5.06
0001BR,2019-10-01,2019-10-31,2708,"288,79",31,87.4,35,5.06
0001BR,2019-11-01,2019-11-30,2595,"277,07",30,86.5,35,5.06
0001BR,2019-12-01,2019-12-31,2648,"282,57",31,85.4,35,5.06
0001BR,2020-01-01,2020-01-31,2600,"330,81",31,83.9,35,5.06
0001BR,2020-02-01,2020-02-29,2445,"311,57",29,84.3,35,5.06
0001BR,2020-03-01,2020-03-31,2609,"330,32",31,84.2,35,5.06
0001BR,2020-04-01,2020-04-30,2629,"332,70",30,87.6,35,5.06
0001BR,2020-05-01,2020-05-31,2735,"345,77",31,88.2,35,5.06
0001BR,2020-06-01,2020-06-30,2687,"339,78",30,89.6,35,5.06
0001BR,2020-07-01,2020-07-31,2854,"360,33",31,92.1,35,5.06
0001BR,2020-08-01,2020-08-31,2886,"364,21",31,93.1,35,5.06
0001BR,2020-09-01,2020-09-30,2761,"348,79",30,92.0,35,5.06
0001BR,2020-10-01,2020-10-31,2802,"353,90",31,90.4,35,5.06
0001BR,2020-11-01,2020-11-30,2677,"338,44",30,89.2,35,5.06
0001KO,2018-01-01,2018-01-31,2179,"268,53",31,70.3,35,10.46
0001KO,2018-02-01,2018-02-28,1971,"243,47",28,70.4,35,10.46
0001KO,2018-03-01,2018-03-31,2191,"269,98",31,70.7,35,10.46
0001KO,2018-04-01,2018-04-30,2370,"291,55",30,79.0,35,10.46
0001KO,2018-05-01,2018-05-31,2647,"324,92",31,85.4,35,10.46
0001KO,2018-06-01,2018-06-30,2634,"323,35",30,87.8,35,10.46
0001KO,2018-07-01,2018-07-31,2799,"343,43",31,90.3,35,10.46
0001KO,2018-08-01,2018-08-31,2908,"356,57",31,93.8,35,10.46
0001KO,2018-09-01,2018-09-30,2483,"307,29",30,82.8,35,10.46
0001KO,2018-10-01,2018-10-31,2297,"284,72",31,74.1,35,10.46
0001KO,2018-11-01,2018-11-30,2130,"264,46",30,71.0,35,10.46
0001KO,2018-12-01,2018-12-31,2489,"308,02",31,80.3,35,10.46
0001KO,2019-01-01,2019-01-31,2679,"364,03",31,86.4,35,10.46
0001KO,2019-02-01,2019-02-28,2429,"330,63",28,86.8,35,10.46
0001KO,2019-03-01,2019-03-31,2648,"359,89",31,85.4,35,10.46
0001KO,2019-04-01,2019-04-30,2478,"337,18",30,82.6,35,10.46
0001KO,2019-05-01,2019-05-31,2535,"344,79",31,81.8,35,10.46
0001KO,2019-06-01,2019-06-30,2884,"391,43",30,96.1,35,10.46
0001KO,2019-07-01,2019-07-31,2872,"389,82",31,92.6,35,10.46
0001KO,2019-08-01,2019-08-31,2978,"403,99",31,96.1,35,10.46
0001KO,2019-09-01,2019-09-30,2529,"343,99",30,84.3,35,10.46
0001KO,2019-10-01,2019-10-31,2487,"338,38",31,80.2,35,10.46
0001KO,2019-11-01,2019-11-30,2384,"324,62",30,79.5,35,10.46
0001KO,2019-12-01,2019-12-31,2463,"335,17",31,79.5,35,10.46
0001KO,2020-01-01,2020-01-31,2454,"331,90",31,79.2,35,10.46
0001KO,2020-02-01,2020-02-29,2377,"321,70",29,82.0,35,10.46
0001KO,2020-03-01,2020-03-31,2596,"350,71",31,83.7,35,10.46
0001KO,2020-04-01,2020-04-30,2675,"365,40",30,89.2,35,10.46
0001KO,2020-05-01,2020-05-31,2781,"375,22",31,89.7,35,10.46
0001KO,2020-06-01,2020-06-30,2989,"402,77",30,99.6,35,10.46
0001KO,2020-07-01,2020-07-31,3322,"446,89",31,107.2,35,10.46
0001KO,2020-08-01,2020-08-31,3109,"418,67",31,100.3,35,10.46
0001KO,2020-09-01,2020-09-30,2911,"392,44",30,97.0,35,10.46
0001KO,2020-10-01,2020-10-31,2747,"370,72",31,88.6,35,10.46
0001KO,2020-11-01,2020-11-30,2625,"354,55",30,87.5,35,10.46
0002BB,2018-01-01,2018-01-31,2376,"310,46",31,76.6,35,6.69
0002BB,2018-02-01,2018-02-28,2160,"283,07",28,77.1,35,6.69
0002BB,2018-03-01,2018-03-31,2390,"313,01",31,77.1,35,6.69
0002BB,2018-04-01,2018-04-30,2378,"311,80",30,79.3,35,6.69
0002BB,2018-05-01,2018-05-31,2529,"330,93",31,81.6,35,6.69
0002BB,2018-06-01,2018-06-30,2790,"363,65",30,93.0,35,6.69
0002BB,2018-07-01,2018-07-31,2988,"388,77",31,96.4,35,6.69
0002BB,2018-08-01,2018-08-31,3019,"393,19",31,97.4,35,6.69
0002BB,2018-09-01,2018-09-30,2873,"376,62",30,95.8,35,6.69
0002BB,2018-10-01,2018-10-31,2940,"384,79",31,94.8,35,6.69
0002BB,2018-11-01,2018-11-30,2821,"369,46",30,94.0,35,6.69
0002BB,2018-12-01,2018-12-31,3029,"395,45",31,97.7,35,6.69
0002BB,2019-01-01,2019-01-31,3033,"378,02",31,97.8,35,6.69
0002BB,2019-02-01,2019-02-28,2684,"339,51",28,95.9,35,6.69
0002BB,2019-03-01,2019-03-31,3008,"376,16",31,97.0,35,6.69
0002BB,2019-04-01,2019-04-30,2663,"332,01",30,88.8,35,6.69
0002BB,2019-05-01,2019-05-31,2741,"339,86",31,88.4,35,6.69
0002BB,2019-06-01,2019-06-30,2952,"364,23",30,98.4,35,6.69
0002BB,2019-07-01,2019-07-31,2914,"363,68",31,94.0,35,6.69
0002BB,2019-08-01,2019-08-31,2965,"368,84",31,95.6,35,6.69
0002BB,2019-09-01,2019-09-30,2819,"352,21",30,94.0,35,6.69
0002BB,2019-10-01,2019-10-31,2927,"364,86",31,94.4,35,6.69
0002BB,2019-11-01,2019-11-30,2773,"346,35",30,92.4,35,6.69
0002BB,2019-12-01,2019-12-31,2822,"351,90",31,91.0,35,6.69
0002BB,2020-01-01,2020-01-31,2830,"406,02",31,91.3,35,6.69
0002BB,2020-02-01,2020-02-29,2625,"378,86",29,90.5,35,6.69
0002BB,2020-03-01,2020-03-31,2734,"396,33",31,88.2,35,6.69
0002BB,2020-04-01,2020-04-30,2644,"382,45",30,88.1,35,6.69
0002BB,2020-05-01,2020-05-31,2753,"397,69",31,88.8,35,6.69
0002BB,2020-06-01,2020-06-30,2763,"399,57",30,92.1,35,6.69
0002BB,2020-07-01,2020-07-31,2904,"418,43",31,93.7,35,6.69
0002BB,2020-08-01,2020-08-31,2962,"425,38",31,95.5,35,6.69
0002BB,2020-09-01,2020-09-30,2828,"406,82",30,94.3,35,6.69
0002BB,2020-10-01,2020-10-31,2875,"412,79",31,92.7,35,6.69
0002BB,2020-11-01,2020-11-30,2739,"381,14",30,91.3,35,6.69
0002BR,2018-01-01,2018-01-31,2187,"239,96",31,70.5,35,8.41
0002BR,2018-02-01,2018-02-28,1985,"218,51",28,70.9,35,8.41
0002BR,2018-03-01,2018-03-31,2209,"242,16",31,71.3,35,8.41
0002BR,2018-04-01,2018-04-30,2151,"235,47",30,71.7,35,8.41
0002BR,2018-05-01,2018-05-31,2251,"245,79",31,72.6,35,8.41
0002BR,2018-06-01,2018-06-30,2207,"241,00",30,73.6,35,8.41
0002BR,2018-07-01,2018-07-31,2290,"249,83",31,73.9,35,8.41
0002BR,2018-08-01,2018-08-31,2316,"252,45",31,74.7,35,8.41
0002BR,2018-09-01,2018-09-30,2172,"239,10",30,72.4,35,8.41
0002BR,2018-10-01,2018-10-31,2216,"244,03",31,71.5,35,8.41
0002BR,2018-11-01,2018-11-30,2313,"254,38",30,77.1,35,8.41
0002BR,2018-12-01,2018-12-31,2659,"290,96",31,85.8,35,8.41
0002BR,2019-01-01,2019-01-31,2662,"284,26",31,85.9,35,8.41
0002BR,2019-02-01,2019-02-28,2409,"257,94",28,86.0,35,8.41
0002BR,2019-03-01,2019-03-31,2707,"288,61",31,87.3,35,8.41
0002BR,2019-04-01,2019-04-30,2624,"279,83",30,87.5,35,8.41
0002BR,2019-05-01,2019-05-31,2715,"289,18",31,87.6,35,8.41
0002BR,2019-06-01,2019-06-30,2741,"291,44",30,91.4,35,8.41
0002BR,2019-07-01,2019-07-31,2812,"298,72",31,90.7,35,8.41
0002BR,2019-08-01,2019-08-31,2537,"269,82",31,81.8,35,8.41
0002BR,2019-09-01,2019-09-30,2414,"257,19",30,80.5,35,8.41
0002BR,2019-10-01,2019-10-31,2489,"265,07",31,80.3,35,8.41
0002BR,2019-11-01,2019-11-30,2410,"257,13",30,80.3,35,8.41
0002BR,2019-12-01,2019-12-31,2493,"265,86",31,80.4,35,8.41
0002BR,2020-01-01,2020-01-31,2513,"319,43",31,81.1,35,8.41
0002BR,2020-02-01,2020-02-29,2400,"305,19",29,82.8,35,8.41
0002BR,2020-03-01,2020-03-31,2646,"333,77",31,85.4,35,8.41
0002BR,2020-04-01,2020-04-30,2674,"337,00",30,89.1,35,8.41
0002BR,2020-05-01,2020-05-31,2651,"334,85",31,85.5,35,8.41
0002BR,2020-06-01,2020-06-30,2586,"326,84",30,86.2,35,8.41
0002BR,2020-07-01,2020-07-31,2751,"347,07",31,88.7,35,8.41
0002BR,2020-08-01,2020-08-31,2780,"350,62",31,89.7,35,8.41
0002BR,2020-09-01,2020-09-30,2660,"335,86",30,88.7,35,8.41
0002BR,2020-10-01,2020-10-31,2745,"346,36",31,88.5,35,8.41
0002BR,2020-11-01,2020-11-30,2628,"331,97",30,87.6,35,8.41
0002KO,2018-01-01,2018-01-31,2312,"286,36",31,74.6,35,6.97
0002KO,2018-02-01,2018-02-28,2086,"259,13",28,74.5,35,6.97
0002KO,2018-03-01,2018-03-31,2308,"285,88",31,74.5,35,6.97
0002KO,2018-04-01,2018-04-30,2245,"278,29",30,74.8,35,6.97
0002KO,2018-05-01,2018-05-31,2339,"289,61",31,75.5,35,6.97
0002KO,2018-06-01,2018-06-30,2278,"282,26",30,75.9,35,6.97
0002KO,2018-07-01,2018-07-31,2348,"290,86",31,75.7,35,6.97
0002KO,2018-08-01,2018-08-31,2368,"293,27",31,76.4,35,6.97
0002KO,2018-09-01,2018-09-30,2248,"280,57",30,74.9,35,6.97
0002KO,2018-10-01,2018-10-31,2300,"286,88",31,74.2,35,6.97
0002KO,2018-11-01,2018-11-30,2595,"322,68",30,86.5,35,6.97
0002KO,2018-12-01,2018-12-31,2765,"343,31",31,89.2,35,6.97
0002KO,2019-01-01,2019-01-31,2766,"377,48",31,89.2,35,6.97
0002KO,2019-02-01,2019-02-28,2500,"341,94",28,89.3,35,6.97
0002KO,2019-03-01,2019-03-31,2652,"362,25",31,85.5,35,6.97
0002KO,2019-04-01,2019-04-30,2483,"339,67",30,82.8,35,6.97
0002KO,2019-05-01,2019-05-31,2548,"348,35",31,82.2,35,6.97
0002KO,2019-06-01,2019-06-30,2514,"343,81",30,83.8,35,6.97
0002KO,2019-07-01,2019-07-31,2557,"349,55",31,82.5,35,6.97
0002KO,2019-08-01,2019-08-31,2575,"351,96",31,83.1,35,6.97
0002KO,2019-09-01,2019-09-30,2473,"338,33",30,82.4,35,6.97
0002KO,2019-10-01,2019-10-31,2550,"348,62",31,82.3,35,6.97
0002KO,2019-11-01,2019-11-30,2462,"336,86",30,82.1,35,6.97
0002KO,2019-12-01,2019-12-31,2520,"344,61",31,81.3,35,6.97
0002KO,2020-01-01,2020-01-31,2524,"343,21",31,81.4,35,6.97
0002KO,2020-02-01,2020-02-29,2437,"331,69",29,84.0,35,6.97
0002KO,2020-03-01,2020-03-31,2623,"356,33",31,84.6,35,6.97
0002KO,2020-04-01,2020-04-30,2632,"357,52",30,87.7,35,6.97
0002KO,2020-05-01,2020-05-31,2715,"368,52",31,87.6,35,6.97
0002KO,2020-06-01,2020-06-30,2655,"360,57",30,88.5,35,6.97
0002KO,2020-07-01,2020-07-31,2794,"378,98",31,90.1,35,6.97
0002KO,2020-08-01,2020-08-31,2845,"385,74",31,91.8,35,6.97
0002KO,2020-09-01,2020-09-30,2726,"369,97",30,90.9,35,6.97
0002KO,2020-10-01,2020-10-31,2797,"379,38",31,90.2,35,6.97
0002KO,2020-11-01,2020-11-30,2678,"363,62",30,89.3,35,6.97
0003BB,2018-01-01,2018-01-31,2100,"271,90",31,67.7,35,9.69
0003BB,2018-02-01,2018-02-28,1897,"246,46",28,67.8,35,9.69
0003BB,2018-03-01,2018-03-31,2103,"272,70",31,67.8,35,9.69
0003BB,2018-04-01,2018-04-30,2062,"267,67",30,68.7,35,9.69
0003BB,2018-05-01,2018-05-31,2144,"278,24",31,69.2,35,9.69
0003BB,2018-06-01,2018-06-30,2409,"311,78",30,80.3,35,9.69
0003BB,2018-07-01,2018-07-31,2675,"345,06",31,86.3,35,9.69
0003BB,2018-08-01,2018-08-31,2701,"348,81",31,87.1,35,9.69
0003BB,2018-09-01,2018-09-30,2147,"280,38",30,71.6,35,9.69
0003BB,2018-10-01,2018-10-31,3052,"394,40",31,98.5,35,9.69
0003BB,2018-11-01,2018-11-30,2527,"327,92",30,84.2,35,9.69
0003BB,2018-12-01,2018-12-31,2742,"354,90",31,88.5,35,9.69
0003BB,2019-01-01,2019-01-31,2729,"337,04",31,88.0,35,9.69
0003BB,2019-02-01,2019-02-28,2353,"291,99",28,84.0,35,9.69
0003BB,2019-03-01,2019-03-31,2587,"319,91",31,83.5,35,9.69
0003BB,2019-04-01,2019-04-30,2392,"296,52",30,79.7,35,9.69
0003BB,2019-05-01,2019-05-31,2476,"306,30",31,79.9,35,9.69
0003BB,2019-06-01,2019-06-30,2673,"331,24",30,89.1,35,9.69
0003BB,2019-07-01,2019-07-31,2849,"352,67",31,91.9,35,9.69
0003BB,2019-08-01,2019-08-31,2868,"354,63",31,92.5,35,9.69
0003BB,2019-09-01,2019-09-30,2739,"338,53",30,91.3,35,9.69
0003BB,2019-10-01,2019-10-31,2832,"349,45",31,91.4,35,9.69
0003BB,2019-11-01,2019-11-30,2700,"333,53",30,90.0,35,9.69
0003BB,2019-12-01,2019-12-31,2764,"341,07",31,89.2,35,9.69
0003BB,2020-01-01,2020-01-31,2765,"392,85",31,89.2,35,9.69
0003BB,2020-02-01,2020-02-29,2544,"364,42",29,87.7,35,9.69
0003BB,2020-03-01,2020-03-31,2671,"383,97",31,86.2,35,9.69
0003BB,2020-04-01,2020-04-30,2608,"373,97",30,86.9,35,9.69
0003BB,2020-05-01,2020-05-31,2691,"385,30",31,86.8,35,9.69
0003BB,2020-06-01,2020-06-30,2663,"381,63",30,88.8,35,9.69
0003BB,2020-07-01,2020-07-31,2789,"398,15",31,90.0,35,9.69
0003BB,2020-08-01,2020-08-31,2839,"404,26",31,91.6,35,9.69
0003BB,2020-09-01,2020-09-30,2709,"386,06",30,90.3,35,9.69
0003BB,2020-10-01,2020-10-31,2765,"393,20",31,89.2,35,9.69
0003BB,2020-11-01,2020-11-30,2642,"366,39",30,88.1,35,9.69
0003BR,2018-01-01,2018-01-31,2437,"266,44",31,78.6,35,5.67
0003BR,2018-02-01,2018-02-28,2206,"241,91",28,78.8,35,5.67
0003BR,2018-03-01,2018-03-31,2446,"267,32",31,78.9,35,5.67
0003BR,2018-04-01,2018-04-30,2423,"264,79",30,80.8,35,5.67
0003BR,2018-05-01,2018-05-31,2532,"276,25",31,81.7,35,5.67
0003BR,2018-06-01,2018-06-30,2478,"270,43",30,82.6,35,5.67
0003BR,2018-07-01,2018-07-31,2556,"278,84",31,82.5,35,5.67
0003BR,2018-08-01,2018-08-31,2598,"283,15",31,83.8,35,5.67
0003BR,2018-09-01,2018-09-30,2453,"269,79",30,81.8,35,5.67
0003BR,2018-10-01,2018-10-31,2506,"275,51",31,80.8,35,5.67
0003BR,2018-11-01,2018-11-30,2409,"265,07",30,80.3,35,5.67
0003BR,2018-12-01,2018-12-31,2455,"270,01",31,79.2,35,5.67
0003BR,2019-01-01,2019-01-31,2467,"264,75",31,79.6,35,5.67
0003BR,2019-02-01,2019-02-28,2237,"240,77",28,79.9,35,5.67
0003BR,2019-03-01,2019-03-31,2494,"267,47",31,80.5,35,5.67
0003BR,2019-04-01,2019-04-30,2426,"260,39",30,80.9,35,5.67
0003BR,2019-05-01,2019-05-31,2526,"270,73",31,81.5,35,5.67
0003BR,2019-06-01,2019-06-30,2566,"274,67",30,85.5,35,5.67
0003BR,2019-07-01,2019-07-31,2618,"280,06",31,84.5,35,5.67
0003BR,2019-08-01,2019-08-31,2615,"279,72",31,84.4,35,5.67
0003BR,2019-09-01,2019-09-30,2484,"266,17",30,82.8,35,5.67
0003BR,2019-10-01,2019-10-31,2736,"291,59",31,88.3,35,5.67
0003BR,2019-11-01,2019-11-30,2617,"279,31",30,87.2,35,5.67
0003BR,2019-12-01,2019-12-31,2660,"283,77",31,85.8,35,5.67
0003BR,2020-01-01,2020-01-31,2662,"338,47",31,85.9,35,5.67
0003BR,2020-02-01,2020-02-29,2524,"321,27",29,87.0,35,5.67
0003BR,2020-03-01,2020-03-31,2694,"340,71",31,86.9,35,5.67
0003BR,2020-04-01,2020-04-30,2704,"341,86",30,90.1,35,5.67
0003BR,2020-05-01,2020-05-31,2801,"353,83",31,90.4,35,5.67
0003BR,2020-06-01,2020-06-30,2743,"346,60",30,91.4,35,5.67
0003BR,2020-07-01,2020-07-31,2920,"368,35",31,94.2,35,5.67
0003BR,2020-08-01,2020-08-31,2872,"362,49",31,92.6,35,5.67
0003BR,2020-09-01,2020-09-30,2818,"355,93",30,93.9,35,5.67
0003BR,2020-10-01,2020-10-31,2862,"361,39",31,92.3,35,5.67
0003BR,2020-11-01,2020-11-30,2739,"346,21",30,91.3,35,5.67
0003KO,2018-01-01,2018-03-31,6293,"985,04",90,69.9,11,8.54
0003KO,2018-04-01,2018-06-30,7082,"1 118,25",91,77.8,11,8.54
0003KO,2018-07-01,2018-09-30,6740,"1 066,96",92,73.3,11,8.54
0003KO,2018-10-01,2018-12-31,8423,"1 331,26",92,91.6,11,8.54
0003KO,2019-01-01,2019-03-31,7883,"1 373,30",90,87.6,11,8.54
0003KO,2019-04-01,2019-06-30,7024,"1 229,28",91,77.2,11,8.54
0003KO,2019-07-01,2019-09-30,7143,"1 251,45",92,77.6,11,8.54
0003KO,2019-10-01,2019-12-31,7707,"1 345,33",92,83.8,11,8.54
0003KO,2020-01-01,2020-03-31,6561,"1 058,29",91,72.1,11,8.54
0003KO,2020-04-01,2020-06-30,7511,"1 220,24",91,82.5,11,8.54
0003KO,2020-07-01,2020-09-30,7823,"1 270,14",92,85.0,11,8.54
0004BB,2018-01-01,2018-01-31,14414,"1 369,33",31,465.0,36,21.6
0004BB,2018-02-01,2018-02-28,12328,"1 171,16",28,440.3,36,21.6
0004BB,2018-03-01,2018-03-31,12849,"1 220,66",31,414.5,36,21.6
0004BB,2018-04-01,2018-04-30,14535,"1 380,83",30,484.5,36,21.6
0004BB,2018-05-01,2018-05-31,14547,"1 381,97",31,469.3,36,21.6
0004BB,2018-06-01,2018-06-30,14379,"1 366,01",30,479.3,36,21.6
0004BB,2018-07-01,2018-07-31,15907,"1 511,17",31,513.1,36,21.6
0004BB,2018-08-01,2018-08-31,15701,"1 491,60",31,506.5,36,21.6
0004BB,2018-09-01,2018-09-30,15544,"1 476,68",30,518.1,36,21.6
0004BB,2018-10-01,2018-10-31,14691,"1 395,65",31,473.9,36,21.6
0004BB,2018-11-01,2018-11-30,14728,"1 399,16",30,490.9,36,21.6
0004BB,2018-12-01,2018-12-31,15174,"1 441,53",31,489.5,36,21.6
0004BB,2019-01-01,2019-01-31,9410,"1 246,83",31,303.5,36,21.6
0004BB,2019-01-01,2019-01-31,15297,"2 026,85",31,493.5,36,21.6
0004BB,2019-02-01,2019-02-28,13756,"1 822,67",28,491.3,36,21.6
0004BB,2019-03-01,2019-03-31,15810,"2 094,83",31,510.0,36,21.6
0004BB,2019-04-01,2019-04-30,14090,"1 866,93",30,469.7,36,21.6
0004BB,2019-05-01,2019-05-31,14081,"1 865,73",31,454.2,36,21.6
0004BB,2019-06-01,2019-06-30,17034,"2 257,01",30,567.8,36,21.6
0004BB,2019-07-01,2019-07-31,14906,"1 975,05",31,480.8,36,21.6
0004BB,2019-08-01,2019-08-31,14638,"1 939,54",31,472.2,36,21.6
0004BB,2019-09-01,2019-09-30,11200,"1 484,00",30,373.3,36,21.6
0004BB,2019-10-01,2019-10-31,12068,"1 599,01",31,389.3,36,21.6
0004BB,2019-11-01,2019-11-30,11184,"1 481,88",30,372.8,36,21.6
0004BB,2019-12-01,2019-12-31,9904,"1 312,28",31,319.5,36,21.6
0004BB,2020-01-01,2020-01-31,9410,"1 246,83",31,303.5,36,21.6
0004BB,2020-02-01,2020-02-29,9465,"1 254,11",29,326.4,36,21.6
0004BB,2020-03-01,2020-03-31,8849,"1 172,49",31,285.5,36,21.6
0004BB,2020-04-01,2020-04-30,9214,"1 220,86",30,307.1,36,21.6
0004BB,2020-05-01,2020-05-31,9883,"1 309,50",31,318.8,36,21.6
0004BB,2020-06-01,2020-06-30,9050,"1 199,13",30,301.7,36,21.6
0004BB,2020-07-01,2020-07-31,9809,"1 299,69",31,316.4,36,21.6
0004BB,2020-08-01,2020-08-31,9962,"1 319,97",31,321.4,36,21.6
0004BB,2020-09-01,2020-09-30,9092,"1 204,69",30,303.1,36,21.6
0004BB,2020-10-01,2020-10-31,8640,"1 144,80",31,278.7,36,21.6
0004BB,2020-11-01,2020-11-30,8720,"1 155,40",30,290.7,36,21.6
0004BR,2018-01-01,2018-01-31,2276,"244,43",31,73.4,35,7.17
0004BR,2018-02-01,2018-02-28,2057,"221,74",28,73.5,35,7.17
0004BR,2018-03-01,2018-03-31,2284,"245,26",31,73.7,35,7.17
0004BR,2018-04-01,2018-04-30,2253,"242,04",30,75.1,35,7.17
0004BR,2018-05-01,2018-05-31,2345,"251,58",31,75.6,35,7.17
0004BR,2018-06-01,2018-06-30,2297,"252,33",30,76.6,35,7.17
0004BR,2018-07-01,2018-07-31,2389,"262,18",31,77.1,35,7.17
0004BR,2018-08-01,2018-08-31,2414,"264,73",31,77.9,35,7.17
0004BR,2018-09-01,2018-09-30,2292,"253,64",30,76.4,35,7.17
0004BR,2018-10-01,2018-10-31,2355,"260,41",31,76.0,35,7.17
0004BR,2018-11-01,2018-11-30,2256,"249,82",30,75.2,35,7.17
0004BR,2018-12-01,2018-12-31,2310,"255,61",31,74.5,35,7.17
0004BR,2019-01-01,2019-01-31,2313,"249,80",31,74.6,35,7.17
0004BR,2019-02-01,2019-02-28,2098,"227,38",28,74.9,35,7.17
0004BR,2019-03-01,2019-03-31,2326,"251,13",31,75.0,35,7.17
0004BR,2019-04-01,2019-04-30,2264,"244,61",30,75.5,35,7.17
0004BR,2019-05-01,2019-05-31,2353,"253,85",31,75.9,35,7.17
0004BR,2019-06-01,2019-06-30,2347,"253,04",30,78.2,35,7.17
0004BR,2019-07-01,2019-07-31,2402,"258,77",31,77.5,35,7.17
0004BR,2019-08-01,2019-08-31,2403,"258,84",31,77.5,35,7.17
0004BR,2019-09-01,2019-09-30,2280,"246,13",30,76.0,35,7.17
0004BR,2019-10-01,2019-10-31,2610,"279,47",31,84.2,35,7.17
0004BR,2019-11-01,2019-11-30,2522,"270,28",30,84.1,35,7.17
0004BR,2019-12-01,2019-12-31,2588,"277,13",31,83.5,35,7.17
0004BR,2020-01-01,2020-01-31,2599,"331,44",31,83.8,35,7.17
0004BR,2020-02-01,2020-02-29,2454,"313,42",29,84.6,35,7.17
0004BR,2020-03-01,2020-03-31,2603,"330,33",31,84.0,35,7.17
