SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,DAYS_PERIOD,KWH_DAILY,TOTAL_INVOICE,CV_SITE
1069BB,2019-11-01,2019-11-30,2571,"321,03",30,85.7,35,5.25
1069BB,2019-12-01,2019-12-31,2657,"331,16",31,85.7,35,5.25
1069BB,2020-01-01,2020-01-31,2680,"414,20",31,86.5,35,5.25
1069BB,2020-02-01,2020-02-29,2544,"393,73",29,87.7,35,5.25
1069BB,2020-03-01,2020-03-31,2823,"437,51",31,91.1,35,5.25
1069BB,2020-04-01,2020-04-30,2825,"437,18",30,94.2,35,5.25
1069BB,2020-05-01,2020-05-31,2891,"446,99",31,93.3,35,5.25
1069BB,2020-06-01,2020-06-30,2778,"429,89",30,92.6,35,5.25
1069BB,2020-07-01,2020-07-31,2917,"458,06",31,94.1,35,5.25
1069BB,2020-08-01,2020-08-31,2959,"454,05",31,95.5,35,5.25
1069BB,2020-09-01,2020-09-30,2849,"438,04",30,95.0,35,5.25
1069BB,2020-10-01,2020-10-31,2927,"449,73",31,94.4,35,5.25
1069BB,2020-11-01,2020-11-30,2815,"390,19",30,93.8,35,5.25
1070BB,2018-01-01,2018-06-30,15123,"2 389,43",181,83.6,5,0.72
1070BB,2018-07-01,2018-12-31,15219,"2 404,60",184,82.7,5,0.72
1070BB,2019-01-01,2019-06-30,15009,"2 806,68",181,82.9,5,0.72
1070BB,2019-07-01,2019-12-31,15417,"2 898,40",184,83.8,5,0.72
1070BB,2020-01-01,2020-06-30,15300,"2 876,40",182,84.1,5,0.72
1071BB,2018-01-01,2018-01-31,2774,"370,22",31,89.5,35,27.68
1071BB,2018-02-01,2018-02-28,2504,"336,37",28,89.4,35,27.68
1071BB,2018-03-01,2018-03-31,2790,"372,39",31,90.0,35,27.68
1071BB,2018-04-01,2018-04-30,2740,"352,85",30,91.3,35,27.68
1071BB,2018-05-01,2018-05-31,2965,"381,80",31,95.6,35,27.68
1071BB,2018-06-01,2018-06-30,2899,"373,40",30,96.6,35,27.68
1071BB,2018-07-01,2018-07-31,2984,"383,75",31,96.3,35,27.68
1071BB,2018-08-01,2018-08-31,3029,"389,45",31,97.7,35,27.68
1071BB,2018-09-01,2018-09-30,1708,"224,13",30,56.9,35,27.68
1071BB,2018-10-01,2018-10-31,1516,"199,65",31,48.9,35,27.68
1071BB,2018-11-01,2018-11-30,1459,"192,40",30,48.6,35,27.68
1071BB,2018-12-01,2018-12-31,1504,"198,07",31,48.5,35,27.68
1071BB,2019-01-01,2019-01-31,1555,"195,68",31,50.2,35,27.68
1071BB,2019-02-01,2019-02-28,1425,"180,18",28,50.9,35,27.68
1071BB,2019-03-01,2019-03-31,1573,"198,03",31,50.7,35,27.68
1071BB,2019-04-01,2019-04-30,1533,"193,23",30,51.1,35,27.68
1071BB,2019-05-01,2019-05-31,1590,"199,91",31,51.3,35,27.68
1071BB,2019-06-01,2019-06-30,1590,"200,72",30,53.0,35,27.68
1071BB,2019-07-01,2019-07-31,1634,"205,75",31,52.7,35,27.68
1071BB,2019-08-01,2019-08-31,1664,"209,54",31,53.7,35,27.68
1071BB,2019-09-01,2019-09-30,1575,"198,45",30,52.5,35,27.68
1071BB,2019-10-01,2019-10-31,1620,"203,63",31,52.3,35,27.68
1071BB,2019-11-01,2019-11-30,1556,"195,82",30,51.9,35,27.68
1071BB,2019-12-01,2019-12-31,1605,"201,70",31,51.8,35,27.68
1071BB,2020-01-01,2020-01-31,1605,"231,74",31,51.8,35,27.68
1071BB,2020-02-01,2020-02-29,1500,"217,24",29,51.7,35,27.68
1071BB,2020-03-01,2020-03-31,1613,"233,24",31,52.0,35,27.68
1071BB,2020-04-01,2020-04-30,1566,"225,98",30,52.2,35,27.68
1071BB,2020-05-01,2020-05-31,2023,"289,12",31,65.3,35,27.68
1071BB,2020-06-01,2020-06-30,2335,"333,04",30,77.8,35,27.68
1071BB,2020-07-01,2020-07-31,2548,"362,98",31,82.2,35,27.68
1071BB,2020-08-01,2020-08-31,2556,"363,65",31,82.5,35,27.68
1071BB,2020-09-01,2020-09-30,2437,"346,94",30,81.2,35,27.68
1071BB,2020-10-01,2020-10-31,2493,"354,08",31,80.4,35,27.68
1071BB,2020-11-01,2020-11-30,2373,"329,31",30,79.1,35,27.68
1984BB,2018-01-01,2018-12-31,10264,"1 544,86",365,28.1,2,68.17
1984BB,2019-01-01,2019-12-31,29347,"3 816,19",365,80.4,2,68.17
1983BB,2018-01-01,2018-12-31,19735,"2 751,26",365,54.1,24,23.27
1983BB,2019-01-01,2019-01-31,1606,"218,32",31,51.8,24,23.27
1983BB,2019-02-01,2019-02-28,1451,"185,98",28,51.8,24,23.27
1983BB,2019-03-01,2019-03-31,1621,"206,76",31,52.3,24,23.27
1983BB,2019-04-01,2019-04-30,1564,"199,61",30,52.1,24,23.27
1983BB,2019-05-01,2019-05-31,1623,"206,57",31,52.4,24,23.27
1983BB,2019-06-01,2019-06-30,1644,"210,36",30,54.8,24,23.27
1983BB,2019-07-01,2019-07-31,1659,"211,55",31,53.5,24,23.27
1983BB,2019-08-01,2019-08-31,1683,"214,82",31,54.3,24,23.27
1983BB,2019-09-01,2019-09-30,1587,"202,47",30,52.9,24,23.27
1983BB,2019-10-01,2019-10-31,1672,"211,71",31,53.9,24,23.27
1983BB,2019-11-01,2019-11-30,1569,"200,05",30,52.3,24,23.27
1983BB,2019-12-01,2019-12-31,1612,"205,14",31,52.0,24,23.27
1983BB,2020-01-01,2020-01-31,1613,"235,80",31,52.0,24,23.27
1983BB,2020-02-01,2020-02-29,1514,"222,06",29,52.2,24,23.27
1983BB,2020-03-01,2020-03-31,1725,"251,22",31,55.6,24,23.27
1983BB,2020-04-01,2020-04-30,2210,"317,38",30,73.7,24,23.27
1983BB,2020-05-01,2020-05-31,2413,"346,47",31,77.8,24,23.27
1983BB,2020-06-01,2020-06-30,2512,"361,68",30,83.7,24,23.27
1983BB,2020-07-01,2020-07-31,2655,"380,66",31,85.6,24,23.27
1983BB,2020-08-01,2020-08-31,2702,"386,28",31,87.2,24,23.27
1983BB,2020-09-01,2020-09-30,2588,"370,31",30,86.3,24,23.27
1983BB,2020-10-01,2020-10-31,2632,"375,39",31,84.9,24,23.27
1983BB,2020-11-01,2020-11-30,2514,"347,97",30,83.8,24,23.27
1982BB,2018-01-01,2018-01-31,1009,"147,52",31,32.5,35,28.58
1982BB,2018-02-01,2018-02-28,932,"137,62",28,33.3,35,28.58
1982BB,2018-03-01,2018-03-31,1014,"148,12",31,32.7,35,28.58
1982BB,2018-04-01,2018-04-30,1007,"132,68",30,33.6,35,28.58
1982BB,2018-05-01,2018-05-31,1066,"140,40",31,34.4,35,28.58
1982BB,2018-06-01,2018-06-30,1073,"140,64",30,35.8,35,28.58
1982BB,2018-07-01,2018-07-31,1123,"147,83",31,36.2,35,28.58
1982BB,2018-08-01,2018-08-31,1110,"146,25",31,35.8,35,28.58
1982BB,2018-09-01,2018-09-30,869,"115,94",30,29.0,35,28.58
1982BB,2018-10-01,2018-10-31,892,"118,67",31,28.8,35,28.58
1982BB,2018-11-01,2018-11-30,862,"114,89",30,28.7,35,28.58
1982BB,2018-12-01,2018-12-31,2092,"270,75",31,67.5,35,28.58
1982BB,2019-01-01,2019-01-31,2313,"284,33",31,74.6,35,28.58
1982BB,2019-02-01,2019-02-28,2091,"257,99",28,74.7,35,28.58
1982BB,2019-03-01,2019-03-31,2307,"283,95",31,74.4,35,28.58
1982BB,2019-04-01,2019-04-30,2229,"274,82",30,74.3,35,28.58
1982BB,2019-05-01,2019-05-31,2301,"282,89",31,74.2,35,28.58
1982BB,2019-06-01,2019-06-30,1874,"232,49",30,62.5,35,28.58
1982BB,2019-07-01,2019-07-31,1910,"236,12",31,61.6,35,28.58
1982BB,2019-08-01,2019-08-31,1912,"236,74",31,61.7,35,28.58
1982BB,2019-09-01,2019-09-30,1816,"224,93",30,60.5,35,28.58
1982BB,2019-10-01,2019-10-31,1874,"231,82",31,60.5,35,28.58
1982BB,2019-11-01,2019-11-30,1795,"222,28",30,59.8,35,28.58
1982BB,2019-12-01,2019-12-31,1846,"228,31",31,59.5,35,28.58
1982BB,2020-01-01,2020-01-31,1849,"263,30",31,59.6,35,28.58
1982BB,2020-02-01,2020-02-29,1733,"247,37",29,59.8,35,28.58
1982BB,2020-03-01,2020-03-31,1863,"265,34",31,60.1,35,28.58
1982BB,2020-04-01,2020-04-30,1817,"258,20",30,60.6,35,28.58
1982BB,2020-05-01,2020-05-31,1882,"267,13",31,60.7,35,28.58
1982BB,2020-06-01,2020-06-30,1849,"262,79",30,61.6,35,28.58
1982BB,2020-07-01,2020-07-31,1918,"272,57",31,61.9,35,28.58
1982BB,2020-08-01,2020-08-31,1928,"274,04",31,62.2,35,28.58
1982BB,2020-09-01,2020-09-30,1836,"261,12",30,61.2,35,28.58
1982BB,2020-10-01,2020-10-31,1871,"265,78",31,60.4,35,28.58
1982BB,2020-11-01,2020-11-30,1754,"242,90",30,58.5,35,28.58
1981BB,2018-01-01,2018-12-31,26163,"3 551,14",365,71.7,21,5.55
1981BB,2019-01-01,2019-04-30,9873,"1 282,32",120,82.3,21,5.55
1981BB,2019-05-01,2019-05-31,2475,"321,05",31,79.8,21,5.55
1981BB,2019-06-01,2019-06-30,2617,"324,50",30,87.2,21,5.55
1981BB,2019-07-01,2019-07-31,2831,"350,04",31,91.3,21,5.55
1981BB,2019-08-01,2019-08-31,2848,"352,19",31,91.9,21,5.55
1981BB,2019-09-01,2019-09-30,2737,"338,78",30,91.2,21,5.55
1981BB,2019-10-01,2019-10-31,2852,"352,69",31,92.0,21,5.55
1981BB,2019-11-01,2019-11-30,2757,"342,02",30,91.9,21,5.55
1981BB,2019-12-01,2019-12-31,2824,"349,65",31,91.1,21,5.55
1981BB,2020-01-01,2020-01-31,2813,"400,83",31,90.7,21,5.55
1981BB,2020-02-01,2020-02-29,2582,"370,92",29,89.0,21,5.55
1981BB,2020-03-01,2020-03-31,2697,"388,40",31,87.0,21,5.55
1981BB,2020-04-01,2020-04-30,2593,"372,01",30,86.4,21,5.55
1981BB,2020-05-01,2020-05-31,2679,"384,03",31,86.4,21,5.55
1981BB,2020-06-01,2020-06-30,2636,"378,30",30,87.9,21,5.55
1981BB,2020-07-01,2020-07-31,2757,"393,81",31,88.9,21,5.55
1981BB,2020-08-01,2020-08-31,2812,"400,65",31,90.7,21,5.55
1981BB,2020-09-01,2020-09-30,2707,"386,26",30,90.2,21,5.55
1981BB,2020-10-01,2020-10-31,2793,"398,29",31,90.1,21,5.55
1981BB,2020-11-01,2020-11-30,2683,"371,33",30,89.4,21,5.55
1979BB,2018-01-01,2018-12-31,14757,"2 124,14",365,40.4,24,31.98
1979BB,2019-01-01,2019-01-31,1145,"162,61",31,36.9,24,31.98
1979BB,2019-02-01,2019-02-28,1047,"136,96",28,37.4,24,31.98
1979BB,2019-03-01,2019-03-31,1198,"155,38",31,38.6,24,31.98
1979BB,2019-04-01,2019-04-30,1225,"158,87",30,40.8,24,31.98
1979BB,2019-05-01,2019-05-31,1163,"151,48",31,37.5,24,31.98
1979BB,2019-06-01,2019-06-30,971,"128,59",30,32.4,24,31.98
1979BB,2019-07-01,2019-07-31,1128,"147,39",31,36.4,24,31.98
1979BB,2019-08-01,2019-08-31,1637,"208,22",31,52.8,24,31.98
1979BB,2019-09-01,2019-09-30,2329,"290,87",30,77.6,24,31.98
1979BB,2019-10-01,2019-10-31,2447,"304,80",31,78.9,24,31.98
1979BB,2019-11-01,2019-11-30,2348,"292,90",30,78.3,24,31.98
1979BB,2019-12-01,2019-12-31,2411,"300,36",31,77.8,24,31.98
1979BB,2020-01-01,2020-01-31,2409,"345,33",31,77.7,24,31.98
1979BB,2020-02-01,2020-02-29,2264,"325,29",29,78.1,24,31.98
1979BB,2020-03-01,2020-03-31,2411,"347,51",31,77.8,24,31.98
1979BB,2020-04-01,2020-04-30,2425,"349,70",30,80.8,24,31.98
1979BB,2020-05-01,2020-05-31,2507,"360,88",31,80.9,24,31.98
1979BB,2020-06-01,2020-06-30,2453,"353,44",30,81.8,24,31.98
1979BB,2020-07-01,2020-07-31,2597,"372,58",31,83.8,24,31.98
1979BB,2020-08-01,2020-08-31,2643,"378,05",31,85.3,24,31.98
1979BB,2020-09-01,2020-09-30,2517,"360,15",30,83.9,24,31.98
1979BB,2020-10-01,2020-10-31,2579,"368,25",31,83.2,24,31.98
1979BB,2020-11-01,2020-11-30,2466,"341,22",30,82.2,24,31.98
1987KO,2018-01-01,2018-05-31,10074,"1 309,08",151,66.7,31,11.6
1987KO,2018-06-01,2018-06-30,2031,"263,90",30,67.7,31,11.6
1987KO,2018-07-01,2018-07-31,2101,"272,48",31,67.8,31,11.6
1987KO,2018-08-01,2018-08-31,2116,"264,09",31,68.3,31,11.6
1987KO,2018-09-01,2018-09-30,2020,"254,11",30,67.3,31,11.6
1987KO,2018-10-01,2018-10-31,2079,"261,27",31,67.1,31,11.6
1987KO,2018-11-01,2018-11-30,2004,"252,17",30,66.8,31,11.6
1987KO,2018-12-01,2018-12-31,2059,"258,84",31,66.4,31,11.6
1987KO,2019-01-01,2019-01-31,2070,"285,70",31,66.8,31,11.6
1987KO,2019-02-01,2019-02-28,1871,"259,11",28,66.8,31,11.6
1987KO,2019-03-01,2019-03-31,2076,"286,50",31,67.0,31,11.6
1987KO,2019-04-01,2019-04-30,2011,"277,82",30,67.0,31,11.6
1987KO,2019-05-01,2019-05-31,2087,"287,97",31,67.3,31,11.6
1987KO,2019-06-01,2019-06-30,2065,"285,03",30,68.8,31,11.6
1987KO,2019-07-01,2019-07-31,2110,"291,05",31,68.1,31,11.6
1987KO,2019-08-01,2019-08-31,2119,"292,25",31,68.4,31,11.6
1987KO,2019-09-01,2019-09-30,2032,"280,63",30,67.7,31,11.6
1987KO,2019-10-01,2019-10-31,2106,"290,51",31,67.9,31,11.6
1987KO,2019-11-01,2019-11-30,2028,"280,09",30,67.6,31,11.6
1987KO,2019-12-01,2019-12-31,2085,"287,71",31,67.3,31,11.6
1987KO,2020-01-01,2020-01-31,2086,"286,55",31,67.3,31,11.6
1987KO,2020-02-01,2020-02-29,1959,"269,73",29,67.6,31,11.6
1987KO,2020-03-01,2020-03-31,2084,"286,29",31,67.2,31,11.6
1987KO,2020-04-01,2020-04-30,2289,"313,44",30,76.3,31,11.6
1987KO,2020-05-01,2020-05-31,2491,"340,20",31,80.4,31,11.6
1987KO,2020-06-01,2020-06-30,2568,"350,40",30,85.6,31,11.6
1987KO,2020-07-01,2020-07-31,2730,"371,86",31,88.1,31,11.6
1987KO,2020-08-01,2020-08-31,2772,"377,43",31,89.4,31,11.6
1987KO,2020-09-01,2020-09-30,2670,"363,92",30,89.0,31,11.6
1987KO,2020-10-01,2020-10-31,2738,"372,92",31,88.3,31,11.6
1987KO,2020-11-01,2020-11-30,2604,"344,96",30,86.8,31,11.6
1014KO,2018-01-01,2018-01-31,2340,"263,35",31,75.5,35,10.9
1014KO,2018-02-01,2018-02-28,2118,"242,31",28,75.6,35,10.9
1014KO,2018-03-01,2018-03-31,2333,"262,66",31,75.3,35,10.9
1014KO,2018-04-01,2018-04-30,2272,"256,93",30,75.7,35,10.9
1014KO,2018-05-01,2018-05-31,2388,"267,90",31,77.0,35,10.9
1014KO,2018-06-01,2018-06-30,2343,"263,65",30,78.1,35,10.9
1014KO,2018-07-01,2018-07-31,2588,"287,04",31,83.5,35,10.9
1014KO,2018-08-01,2018-08-31,2682,"296,04",31,86.5,35,10.9
1014KO,2018-09-01,2018-09-30,2424,"273,43",30,80.8,35,10.9
1014KO,2018-10-01,2018-10-31,2407,"271,74",31,77.6,35,10.9
1014KO,2018-11-01,2018-11-30,2267,"258,38",30,75.6,35,10.9
1014KO,2018-12-01,2018-12-31,2323,"263,76",31,74.9,35,10.9
1014KO,2019-01-01,2019-01-31,2321,"292,84",31,74.9,35,10.9
1014KO,2019-02-01,2019-02-28,2106,"269,57",28,75.2,35,10.9
1014KO,2019-03-01,2019-03-31,2328,"293,52",31,75.1,35,10.9
1014KO,2019-04-01,2019-04-30,2266,"286,89",30,75.5,35,10.9
1014KO,2019-05-01,2019-05-31,2360,"297,00",31,76.1,35,10.9
1014KO,2019-06-01,2019-06-30,2460,"307,80",30,82.0,35,10.9
1014KO,2019-07-01,2019-07-31,2503,"312,52",31,80.7,35,10.9
1014KO,2019-08-01,2019-08-31,2607,"323,76",31,84.1,35,10.9
1014KO,2019-09-01,2019-09-30,2384,"299,59",30,79.5,35,10.9
1014KO,2019-10-01,2019-10-31,2411,"302,51",31,77.8,35,10.9
1014KO,2019-11-01,2019-11-30,2310,"291,61",30,77.0,35,10.9
1014KO,2019-12-01,2019-12-31,2364,"297,45",31,76.3,35,10.9
1014KO,2020-01-01,2020-01-31,2351,"288,87",31,75.8,35,10.9
1014KO,2020-02-01,2020-02-29,2204,"273,50",29,76.0,35,10.9
1014KO,2020-03-01,2020-03-31,2447,"298,84",31,78.9,35,10.9
1014KO,2020-04-01,2020-04-30,2720,"327,21",30,90.7,35,10.9
1014KO,2020-05-01,2020-05-31,2832,"338,90",31,91.4,35,10.9
1014KO,2020-06-01,2020-06-30,2942,"359,81",30,98.1,35,10.9
1014KO,2020-07-01,2020-07-31,3094,"366,19",31,99.8,35,10.9
1014KO,2020-08-01,2020-08-31,3162,"373,23",31,102.0,35,10.9
1014KO,2020-09-01,2020-09-30,3037,"366,53",30,101.2,35,10.9
1014KO,2020-10-01,2020-10-31,3044,"361,00",31,98.2,35,10.9
1014KO,2020-11-01,2020-11-30,2917,"303,75",30,97.2,35,10.9
1016KO,2018-01-01,2018-01-31,2289,"283,59",31,73.8,35,6.91
1016KO,2018-02-01,2018-02-28,2080,"258,41",28,74.3,35,6.91
1016KO,2018-03-01,2018-03-31,2292,"283,95",31,73.9,35,6.91
1016KO,2018-04-01,2018-04-30,2217,"274,91",30,73.9,35,6.91
1016KO,2018-05-01,2018-05-31,2301,"285,03",31,74.2,35,6.91
1016KO,2018-06-01,2018-06-30,2234,"276,96",30,74.5,35,6.91
1016KO,2018-07-01,2018-07-31,2310,"286,28",31,74.5,35,6.91
1016KO,2018-08-01,2018-08-31,2335,"289,29",31,75.3,35,6.91
1016KO,2018-09-01,2018-09-30,2219,"277,06",30,74.0,35,6.91
1016KO,2018-10-01,2018-10-31,2508,"312,12",31,80.9,35,6.91
1016KO,2018-11-01,2018-11-30,2673,"332,14",30,89.1,35,6.91
1016KO,2018-12-01,2018-12-31,2758,"342,46",31,89.0,35,6.91
1016KO,2019-01-01,2019-01-31,2762,"376,94",31,89.1,35,6.91
1016KO,2019-02-01,2019-02-28,2483,"339,67",28,88.7,35,6.91
1016KO,2019-03-01,2019-03-31,2748,"375,07",31,88.6,35,6.91
1016KO,2019-04-01,2019-04-30,2671,"364,79",30,89.0,35,6.91
1016KO,2019-05-01,2019-05-31,2682,"366,26",31,86.5,35,6.91
1016KO,2019-06-01,2019-06-30,2475,"338,60",30,82.5,35,6.91
1016KO,2019-07-01,2019-07-31,2532,"346,21",31,81.7,35,6.91
1016KO,2019-08-01,2019-08-31,2535,"346,61",31,81.8,35,6.91
1016KO,2019-09-01,2019-09-30,2433,"332,99",30,81.1,35,6.91
1016KO,2019-10-01,2019-10-31,2512,"343,54",31,81.0,35,6.91
1016KO,2019-11-01,2019-11-30,2420,"331,25",30,80.7,35,6.91
1016KO,2019-12-01,2019-12-31,2490,"340,60",31,80.3,35,6.91
1016KO,2020-01-01,2020-01-31,2505,"340,70",31,80.8,35,6.91
1016KO,2020-02-01,2020-02-29,2398,"326,52",29,82.7,35,6.91
1016KO,2020-03-01,2020-03-31,2584,"351,16",31,83.4,35,6.91
1016KO,2020-04-01,2020-04-30,2597,"352,88",30,86.6,35,6.91
1016KO,2020-05-01,2020-05-31,2675,"363,22",31,86.3,35,6.91
1016KO,2020-06-01,2020-06-30,2601,"353,41",30,86.7,35,6.91
1016KO,2020-07-01,2020-07-31,2729,"370,37",31,88.0,35,6.91
1016KO,2020-08-01,2020-08-31,2742,"372,09",31,88.5,35,6.91
1016KO,2020-09-01,2020-09-30,2656,"360,70",30,88.5,35,6.91
1016KO,2020-10-01,2020-10-31,2738,"371,56",31,88.3,35,6.91
1016KO,2020-11-01,2020-11-30,2627,"348,01",30,87.6,35,6.91
1252BR,2018-01-01,2018-01-31,1850,"206,20",31,59.7,35,6.9
1252BR,2018-02-01,2018-02-28,1676,"187,61",28,59.9,35,6.9
1252BR,2018-03-01,2018-03-31,1859,"207,10",31,60.0,35,6.9
1252BR,2018-04-01,2018-04-30,1874,"208,38",30,62.5,35,6.9
1252BR,2018-05-01,2018-05-31,2035,"224,95",31,65.6,35,6.9
1252BR,2018-06-01,2018-06-30,2003,"221,15",30,66.8,35,6.9
1252BR,2018-07-01,2018-07-31,2102,"231,50",31,67.8,35,6.9
1252BR,2018-08-01,2018-08-31,2153,"236,69",31,69.5,35,6.9
1252BR,2018-09-01,2018-09-30,1926,"215,06",30,64.2,35,6.9
1252BR,2018-10-01,2018-10-31,1888,"211,62",31,60.9,35,6.9
1252BR,2018-11-01,2018-11-30,1804,"202,61",30,60.1,35,6.9
1252BR,2018-12-01,2018-12-31,1852,"207,76",31,59.7,35,6.9
1252BR,2019-01-01,2019-01-31,1854,"203,10",31,59.8,35,6.9
1252BR,2019-02-01,2019-02-28,1684,"185,26",28,60.1,35,6.9
1252BR,2019-03-01,2019-03-31,1871,"204,99",31,60.4,35,6.9
1252BR,2019-04-01,2019-04-30,1850,"202,62",30,61.7,35,6.9
1252BR,2019-05-01,2019-05-31,1902,"208,11",31,61.4,35,6.9
1252BR,2019-06-01,2019-06-30,2062,"223,26",30,68.7,35,6.9
1252BR,2019-07-01,2019-07-31,2102,"227,87",31,67.8,35,6.9
1252BR,2019-08-01,2019-08-31,2105,"228,13",31,67.9,35,6.9
1252BR,2019-09-01,2019-09-30,1892,"206,88",30,63.1,35,6.9
1252BR,2019-10-01,2019-10-31,1890,"206,92",31,61.0,35,6.9
1252BR,2019-11-01,2019-11-30,1804,"197,95",30,60.1,35,6.9
1252BR,2019-12-01,2019-12-31,1859,"203,71",31,60.0,35,6.9
1252BR,2020-01-01,2020-01-31,1862,"242,17",31,60.1,35,6.9
1252BR,2020-02-01,2020-02-29,1750,"228,08",29,60.3,35,6.9
1252BR,2020-03-01,2020-03-31,1888,"244,18",31,60.9,35,6.9
1252BR,2020-04-01,2020-04-30,1879,"242,89",30,62.6,35,6.9
1252BR,2020-05-01,2020-05-31,1940,"250,49",31,62.6,35,6.9
1252BR,2020-06-01,2020-06-30,1978,"254,71",30,65.9,35,6.9
1252BR,2020-07-01,2020-07-31,2167,"278,63",31,69.9,35,6.9
1252BR,2020-08-01,2020-08-31,2167,"278,50",31,69.9,35,6.9
1252BR,2020-09-01,2020-09-30,1905,"245,86",30,63.5,35,6.9
1252BR,2020-10-01,2020-10-31,2208,"278,48",31,71.2,35,6.9
1252BR,2020-11-01,2020-11-30,2334,"292,63",30,77.8,35,6.9
1253BR,2018-01-01,2018-01-31,2417,"249,22",31,78.0,35,9.5
1253BR,2018-02-01,2018-02-28,2180,"228,37",28,77.9,35,9.5
1253BR,2018-03-01,2018-03-31,2423,"249,75",31,78.2,35,9.5
1253BR,2018-04-01,2018-04-30,2466,"252,99",30,82.2,35,9.5
1253BR,2018-05-01,2018-05-31,2715,"276,03",31,87.6,35,9.5
1253BR,2018-06-01,2018-06-30,2694,"271,14",30,89.8,35,9.5
1253BR,2018-07-01,2018-07-31,2826,"282,56",31,91.2,35,9.5
1253BR,2018-08-01,2018-08-31,2866,"285,91",31,92.5,35,9.5
1253BR,2018-09-01,2018-09-30,2600,"265,91",30,86.7,35,9.5
1253BR,2018-10-01,2018-10-31,2578,"264,89",31,83.2,35,9.5
1253BR,2018-11-01,2018-11-30,2391,"248,86",30,79.7,35,9.5
1253BR,2018-12-01,2018-12-31,2420,"251,52",31,78.1,35,9.5
1253BR,2019-01-01,2019-01-31,2409,"245,30",31,77.7,35,9.5
1253BR,2019-02-01,2019-02-28,2200,"227,18",28,78.6,35,9.5
1253BR,2019-03-01,2019-03-31,2479,"251,13",31,80.0,35,9.5
1253BR,2019-04-01,2019-04-30,2474,"250,25",30,82.5,35,9.5
1253BR,2019-05-01,2019-05-31,2572,"258,62",31,83.0,35,9.5
1253BR,2019-06-01,2019-06-30,2788,"275,00",30,92.9,35,9.5
1253BR,2019-07-01,2019-07-31,2838,"279,88",31,91.5,35,9.5
1253BR,2019-08-01,2019-08-31,2744,"272,65",31,88.5,35,9.5
1253BR,2019-09-01,2019-09-30,2480,"250,90",30,82.7,35,9.5
1253BR,2019-10-01,2019-10-31,2487,"251,83",31,80.2,35,9.5
1253BR,2019-11-01,2019-11-30,2373,"242,10",30,79.1,35,9.5
1253BR,2019-12-01,2019-12-31,2446,"248,35",31,78.9,35,9.5
1253BR,2020-01-01,2020-01-31,2430,"295,86",31,78.4,35,9.5
1253BR,2020-02-01,2020-02-29,2213,"268,46",29,76.3,35,9.5
1253BR,2020-03-01,2020-03-31,2314,"277,61",31,74.6,35,9.5
1253BR,2020-04-01,2020-04-30,2090,"254,40",30,69.7,35,9.5
1253BR,2020-05-01,2020-05-31,2137,"259,31",31,68.9,35,9.5
1253BR,2020-06-01,2020-06-30,2097,"255,15",30,69.9,35,9.5
1253BR,2020-07-01,2020-07-31,2244,"270,61",31,72.4,35,9.5
1253BR,2020-08-01,2020-08-31,2209,"266,97",31,71.3,35,9.5
1253BR,2020-09-01,2020-09-30,2076,"253,03",30,69.2,35,9.5
1253BR,2020-10-01,2020-10-31,2066,"251,91",31,66.6,35,9.5
1253BR,2020-11-01,2020-11-30,1951,"239,94",30,65.0,35,9.5
1044BB,2018-01-01,2018-01-31,2175,"232,43",31,70.2,35,18.46
1044BB,2018-02-01,2018-02-28,1969,"215,06",28,70.3,35,18.46
1044BB,2018-03-01,2018-03-31,2176,"232,54",31,70.2,35,18.46
1044BB,2018-04-01,2018-04-30,2205,"259,72",30,73.5,35,18.46
1044BB,2018-05-01,2018-05-31,2438,"255,32",31,78.6,35,18.46
1044BB,2018-06-01,2018-06-30,2380,"250,42",30,79.3,35,18.46
1044BB,2018-07-01,2018-07-31,2521,"262,71",31,81.3,35,18.46
1044BB,2018-08-01,2018-08-31,2668,"275,52",31,86.1,35,18.46
1044BB,2018-09-01,2018-09-30,2244,"240,55",30,74.8,35,18.46
1044BB,2018-10-01,2018-10-31,2217,"237,97",31,71.5,35,18.46
1044BB,2018-11-01,2018-11-30,2119,"229,56",30,70.6,35,18.46
1044BB,2018-12-01,2018-12-31,2177,"234,47",31,70.2,35,18.46
1044BB,2019-01-01,2019-01-31,2179,"232,09",31,70.3,35,18.46
1044BB,2019-02-01,2019-02-28,1967,"214,81",28,70.2,35,18.46
1044BB,2019-03-01,2019-03-31,2178,"232,05",31,70.3,35,18.46
1044BB,2019-04-01,2019-04-30,2137,"228,76",30,71.2,35,18.46
1044BB,2019-05-01,2019-05-31,2209,"234,63",31,71.3,35,18.46
1044BB,2019-06-01,2019-06-30,2580,"266,03",30,86.0,35,18.46
1044BB,2019-07-01,2019-07-31,2676,"272,90",31,86.3,35,18.46
1044BB,2019-08-01,2019-08-31,2762,"279,84",31,89.1,35,18.46
1044BB,2019-09-01,2019-09-30,3600,"347,07",30,120.0,35,18.46
1044BB,2019-10-01,2019-10-31,3815,"396,74",31,123.1,35,18.46
1044BB,2019-11-01,2019-11-30,3923,"403,13",30,130.8,35,18.46
1044BB,2019-12-01,2019-12-31,3009,"303,85",31,97.1,35,18.46
1044BB,2020-01-01,2020-01-31,2852,"352,73",31,92.0,35,18.46
1044BB,2020-02-01,2020-02-29,2829,"350,77",29,97.6,35,18.46
